Smiles,IDs,IC50 Count,Kd Count,EC50 Count,pIC50 Min,pIC50 Max,pIC50 Mean,pIC50 Median,pKd Min,pKd Max,pKd Mean,pKd Median,pEC50 Min,pEC50 Max,pEC50 Mean,pEC50 Median,Phenotype,Modulator
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,51135390,1,0,0,6.062983893,6.062983893,6.062983893,6.062983893,,,,,,,,,Active,Antagonist
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2)N1Cc1ccccc1,"51345633, CHEMBL4647444, 51345597",3,0,0,6.045757491,7.920818754,7.292223711,7.910094889,,,,,,,,,Active,Antagonist
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)N1Cc1ccccc1,51345598,1,0,0,5.795880017,5.795880017,5.795880017,5.795880017,,,,,,,,,Inactive,Antagonist
COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)CCN,51345606,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
COC(=O)[C@H](C)CN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccccc1,433368,1,0,0,7.847711656,7.847711656,7.847711656,7.847711656,,,,,,,,,Active,Antagonist
COC(=O)[C@H](C)CN(c1sc2ccccc2c1C)S(=O)(=O)c1ccccc1,433241,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,"51135382, 51135385",2,0,0,7.397940009,9.698970004,8.548455007,8.548455007,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1,"51467451, 51467446",2,0,0,6.958607315,7.22184875,7.090228033,7.090228033,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc(C)cc1)N(Cc1ccccc1)Cc1ccccc1,51467445,1,0,0,6.537602002,6.537602002,6.537602002,6.537602002,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc(Cl)cc1)N(Cc1ccccc1)Cc1ccccc1,51467444,1,0,0,6.552841969,6.552841969,6.552841969,6.552841969,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc(N)cc1)N(Cc1ccccc1)Cc1ccccc1,"51467453, 51467450",2,0,0,6.677780705,6.958607315,6.81819401,6.81819401,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc(O)c(O)c1)N(Cc1ccccc1)Cc1ccccc1,"51467452, 51467449",2,0,0,6.30980392,7,6.65490196,6.65490196,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccc(O)cc1)N(Cc1ccccc1)Cc1ccccc1,51467448,1,0,0,6.602059991,6.602059991,6.602059991,6.602059991,,,,,,,,,Active,Antagonist
COC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,51467447,1,0,0,6.494850022,6.494850022,6.494850022,6.494850022,,,,,,,,,Active,Antagonist
COC(=O)C(C)CS(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1C,433222,1,0,0,7.744727495,7.744727495,7.744727495,7.744727495,,,,,,,,,Active,Antagonist
COC(=O)C(c1ccccc1)N(Cc1cccc(OC)c1)C(=O)c1ccccc1,134156923,1,0,0,9.677780705,9.677780705,9.677780705,9.677780705,,,,,,,,,Active,Antagonist
COC(=O)C(Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,51345596,1,0,0,7.045757491,7.045757491,7.045757491,7.045757491,,,,,,,,,Active,Antagonist
COC(=O)C(NCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,"CHEMBL5270316, 51525189",2,0,0,5.522878745,5.522878745,5.522878745,5.522878745,,,,,,,,,Inactive,Antagonist
COC(=O)C(NCc1ccccc1)C(Cc1ccccc1)NC(=O)OCc1ccccc1,171343956,1,0,0,8.522878745,8.522878745,8.522878745,8.522878745,,,,,,,,,Active,Antagonist
COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1Cc1ccccc1,13899928,1,0,0,10.91009489,10.91009489,10.91009489,10.91009489,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2nc3ccc(Cl)cn3c2C)cc1,309613,1,0,0,7.085656843,7.085656843,7.085656843,7.085656843,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2nc3ccc(F)cn3c2C)cc1,309618,1,0,0,7.621602099,7.621602099,7.621602099,7.621602099,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)cc1,433322,1,0,0,7.22184875,7.22184875,7.22184875,7.22184875,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C(C)(C)O)cc1,433501,1,0,0,8.301029996,8.301029996,8.301029996,8.301029996,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C(C)=O)cc1,433422,1,0,0,7.677780705,7.677780705,7.677780705,7.677780705,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C(C)C)cc1,433623,1,0,0,7.307153081,7.307153081,7.307153081,7.307153081,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)cc1,433273,1,0,0,7.886056648,7.886056648,7.886056648,7.886056648,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)o1,433435,1,0,0,7.431798276,7.431798276,7.431798276,7.431798276,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C=O)cc1,433337,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C2CC2)cc1,433709,1,0,0,7.110138279,7.110138279,7.110138279,7.110138279,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C2CCC2)cc1,433729,1,0,0,7.638272164,7.638272164,7.638272164,7.638272164,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(F)c2)c2nc3ccc(Cl)cn3c2C)cc1,309612,1,0,0,7.088842391,7.088842391,7.088842391,7.088842391,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc3ccc(Cl)cn3c2C)cc1,309611,1,0,0,7.242603971,7.242603971,7.242603971,7.242603971,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc3ccc(F)cn3c2C)cc1,309617,1,0,0,7.744727495,7.744727495,7.744727495,7.744727495,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc3ccccn3c2C(C)C)cc1,214030,1,0,0,7.982966661,7.982966661,7.982966661,7.982966661,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2nc3ccccn3c2Cl)cc1,309616,1,0,0,8.276544328,8.276544328,8.276544328,8.276544328,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2sc3ccccc3c2C2CC2)cc1,433772,1,0,0,7.565431096,7.565431096,7.565431096,7.565431096,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2sc3ccccc3c2C2CCC2)cc1,433773,1,0,0,7.785156152,7.785156152,7.785156152,7.785156152,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2C(C)(C)O)cc1,433572,1,0,0,7.744727495,7.744727495,7.744727495,7.744727495,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCC(F)(F)F)c2sc3ccccc3c2C)cc1,433679,1,0,0,7.581698709,7.581698709,7.581698709,7.581698709,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCC2CC2)c2sc3ccccc3c2C)cc1,433678,1,0,0,7.632644079,7.632644079,7.632644079,7.632644079,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCC(F)(F)F)c2sc3ccccc3c2C)cc1,433680,1,0,0,7.448550002,7.448550002,7.448550002,7.448550002,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2C(C)C)cc1,433624,1,0,0,6.931814138,6.931814138,6.931814138,6.931814138,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2C)cc1,433681,1,0,0,7.580044252,7.580044252,7.580044252,7.580044252,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCCC(F)(F)F)c2sc3ccccc3c2Cl)cc1,433595,1,0,0,7.337242168,7.337242168,7.337242168,7.337242168,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCF)c2sc3ccccc3c2C)cc1,433836,1,0,0,7.657577319,7.657577319,7.657577319,7.657577319,,,,,,,,,Active,Antagonist
COC(=O)c1ccc(S(=O)(=O)N(CCCOC(C)(C)C)c2sc3ccccc3c2C)cc1,433502,1,0,0,7.920818754,7.920818754,7.920818754,7.920818754,,,,,,,,,Active,Antagonist
COC(=O)c1cccc(CN(c2sc3ccccc3c2Br)S(=O)(=O)c2cccnc2)c1,433495,1,0,0,7.443697499,7.443697499,7.443697499,7.443697499,,,,,,,,,Active,Antagonist
COC(=O)c1cccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3cc(F)ccc3c2C)c1,433475,1,0,0,7.431798276,7.431798276,7.431798276,7.431798276,,,,,,,,,Active,Antagonist
COC(=O)c1cccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)c1,433323,1,0,0,7.838631998,7.838631998,7.838631998,7.838631998,,,,,,,,,Active,Antagonist
COC(=O)c1cccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)c1,433272,1,0,0,8.096910013,8.096910013,8.096910013,8.096910013,,,,,,,,,Active,Antagonist
COC(=O)c1cccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Cl)c1,433324,1,0,0,7.325138859,7.325138859,7.325138859,7.325138859,,,,,,,,,Active,Antagonist
COC(=O)c1ccccc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1cc2ccccc2s1,433274,1,0,0,7.207608311,7.207608311,7.207608311,7.207608311,,,,,,,,,Active,Antagonist
COC(=O)c1ccccc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1Br,433326,1,0,0,8.15490196,8.15490196,8.15490196,8.15490196,,,,,,,,,Active,Antagonist
COC(=O)c1ccccc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1Cl,433325,1,0,0,8.096910013,8.096910013,8.096910013,8.096910013,,,,,,,,,Active,Antagonist
COC(=O)c1nc(-c2ccccc2)sc1O,"145711014, CHEMBL5289538, 51530712",3,0,0,4,7,5,4,,,,,,,,,Inactive,Antagonist
COC(=O)c1sc(-c2ccccc2)nc1O,"135854184, CHEMBL5285498, 51530701",3,0,0,6.882728704,9.882728704,7.882728704,6.882728704,,,,,,,,,Active,Antagonist
COC(=O)CC[C@@H]1N[C@H](C(=O)NCc2ccc(F)cc2)Cc2c1[nH]c1ccccc21,51345603,1,0,0,5.522878745,5.522878745,5.522878745,5.522878745,,,,,,,,,Inactive,Antagonist
COC(=O)CC[C@H]1N[C@H](C(=O)NCc2ccc(F)cc2)Cc2c1[nH]c1ccccc21,"51345635, CHEMBL4647464, 51345602",3,0,0,5.958607315,7.823908741,7.197768855,7.81079051,,,,,,,,,Active,Antagonist
COC(=O)CCC1NC(C(=O)NCc2ccc(F)cc2)Cc2c1[nH]c1ccccc21,156021579,1,0,0,10.81079051,10.81079051,10.81079051,10.81079051,,,,,,,,,Active,Antagonist
COC(=O)CCCS(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1C,433776,1,0,0,7.966576245,7.966576245,7.966576245,7.966576245,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1C,433809,1,0,0,7.53165267,7.53165267,7.53165267,7.53165267,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(Cc1cccc(OC(F)(F)F)c1)c1sc2ccccc2c1C,433779,1,0,0,7.338187314,7.338187314,7.338187314,7.338187314,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(CCC(F)(F)F)c1sc2ccccc2c1C,433654,1,0,0,7.617982957,7.617982957,7.617982957,7.617982957,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(CCC1CC1)c1sc2ccccc2c1C,433653,1,0,0,8.050609993,8.050609993,8.050609993,8.050609993,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(CCCC(F)(F)F)c1sc2ccccc2c1C,433655,1,0,0,7.655607726,7.655607726,7.655607726,7.655607726,,,,,,,,,Active,Antagonist
COC(=O)CCS(=O)(=O)N(CCCCC(F)(F)F)c1sc2ccccc2c1C,433656,1,0,0,7.987162775,7.987162775,7.987162775,7.987162775,,,,,,,,,Active,Antagonist
COC(=O)CN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccccc1,433366,1,0,0,7.420216403,7.420216403,7.420216403,7.420216403,,,,,,,,,Active,Antagonist
COC(=O)CN(c1sc2ccccc2c1C)S(=O)(=O)c1ccccc1,433249,1,0,0,7.515700161,7.515700161,7.515700161,7.515700161,,,,,,,,,Active,Antagonist
COC(=O)CS(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1C,433807,1,0,0,7.63638802,7.63638802,7.63638802,7.63638802,,,,,,,,,Active,Antagonist
COC(=O)CS(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1C,433780,1,0,0,7.397940009,7.397940009,7.397940009,7.397940009,,,,,,,,,Active,Antagonist
COC(C)(C)CCN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccc(C(=O)O)cc1,433534,1,0,0,8.397940009,8.397940009,8.397940009,8.397940009,,,,,,,,,Active,Antagonist
COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)C(F)(F)F,"CHEMBL3687395, 291848",2,0,0,8.229147988,8.229147988,8.229147988,8.229147988,,,,,,,,,Active,Antagonist
COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F,"CHEMBL3682584, 291732",2,0,0,8.327902142,8.327902142,8.327902142,8.327902142,,,,,,,,,Active,Antagonist
COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1Cl)C(F)(F)F,"CHEMBL3687393, 291846",2,0,0,8.795880017,8.795880017,8.795880017,8.795880017,,,,,,,,,Active,Antagonist
COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1F)C(F)(F)F,"CHEMBL3687390, 291843",2,0,0,8.585026652,8.585026652,8.585026652,8.585026652,,,,,,,,,Active,Antagonist
COC(C)c1c(N(CCCF)S(=O)(=O)c2ccccc2)sc2ccccc12,433835,1,0,0,7.30980392,7.30980392,7.30980392,7.30980392,,,,,,,,,Active,Antagonist
COC(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)(C(F)(F)F)C(F)(F)F,"CHEMBL3687392, 291845",2,0,0,8.769551079,8.769551079,8.769551079,8.769551079,,,,,,,,,Active,Antagonist
COC1(C(F)(F)F)CCc2cc(CN(c3ncc4ccccc4c3C)S(=O)(=O)c3ccc(C(=O)O)cc3)ccc21,"CHEMBL3687394, 291847",2,0,0,8.455931956,8.455931956,8.455931956,8.455931956,,,,,,,,,Active,Antagonist
COc1c(C(C)(C)C)nn(C)c1-c1nc2cc(-c3ccccc3C(F)(F)F)nc(OC)c2[nH]1,"508339, 421558, 508340",3,0,0,7.37675071,7.698970004,7.591563573,7.698970004,,,,,,,,,Active,Antagonist
COc1c(C)c(OC)c(OC)c2c1C[C@H]1C(=O)N3[C@@H](Cc4c(OC)c(C)c(OC)c(OC)c4[C@@H]3/C=C/c3ccccc3)C(=O)N1[C@H]2/C=C/c1ccccc1,51324125,1,0,0,5.055517328,5.055517328,5.055517328,5.055517328,,,,,,,,,Inactive,Antagonist
COc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687323, 291774",2,0,0,8.408935393,8.408935393,8.408935393,8.408935393,,,,,,,,,Active,Antagonist
COc1cc(/C=C2\NC(=O)[C@@H]3Cc4c(OC)c(C)c(OC)c(OC)c4[C@@H](c4ccccc4)N3C2=O)c(OC)c(C)c1OC,51324123,1,0,0,6.207608311,6.207608311,6.207608311,6.207608311,,,,,,,,,Active,Antagonist
COc1cc(C[C@@H]2NC(=O)[C@@H]3Cc4c(OC)c(C)c(OC)c(OC)c4[C@H](/C=C/c4ccccc4)N3C2=O)c(OC)c(C)c1OC,"51324101, 51324105",1,0,1,5.494850022,5.494850022,5.494850022,5.494850022,,,,,4.681936665,4.681936665,4.681936665,4.681936665,Inactive,Agonist
COc1cc(C[C@@H]2NC(=O)[C@H](Cc3cc(OC)c(OC)c(C)c3OC)NC2=O)c(OC)c(C)c1OC,51324156,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc(-c2ccccc2C(F)(F)F)nc2[nH]c(-c3c(Cl)c(C(C)(C)C)nn3C)nc12,508326,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
COc1cc(-c2ccccc2C(F)(F)F)nc2nc(-c3c(Cl)c(C(C)(C)C)nn3C)[nH]c12,421545,1,0,0,7.522878745,7.522878745,7.522878745,7.522878745,,,,,,,,,Active,Antagonist
COc1cc(-c2ccccc2C(F)(F)F)nc2nc(-c3cc(C(C)(C)C)nn3C)[nH]c12,"508341, 421560",2,0,0,6.920818754,6.920818754,6.920818754,6.920818754,,,,,,,,,Active,Antagonist
COc1cc(CN(C(=O)c2cccs2)[C@@H](C(N)=O)c2ccccc2)ccc1OCc1ccc(F)cc1,"50542847, CHEMBL3936873",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
COc1cc(CN(C(=O)c2cccs2)C(C(N)=O)c2ccccc2)ccc1OCc1ccc(F)cc1,134148902,1,0,0,7,7,7,7,,,,,,,,,Active,Antagonist
COc1cc(CN(c2cc3ccccc3s2)S(=O)(=O)c2ccccc2)ccc1F,433211,1,0,0,7.548213564,7.548213564,7.548213564,7.548213564,,,,,,,,,Active,Antagonist
COc1cc(CN(c2sc3ccccc3c2Br)S(=O)(=O)c2ccccc2)ccc1F,433306,1,0,0,8.552841969,8.552841969,8.552841969,8.552841969,,,,,,,,,Active,Antagonist
COc1cc(CN(CC(N)=O)C(=O)c2cccs2)ccc1OCc1ccc(F)cc1,"134153462, CHEMBL3973096, 50543027",3,0,0,5.040958608,8.040958608,6.040958608,5.040958608,,,,,,,,,Inactive,Antagonist
COc1cc(CN(CCN)C(=O)NC(C)c2ccccc2)ccc1OCc1ccccc1,"69413619, CHEMBL5287633, 51525239",3,0,0,10.30103,13.30103,11.30103,10.30103,,,,,,,,,Active,Antagonist
COc1cc(CN(CCN)c2nc3ccccc3s2)ccc1OCc1ccccc1F,"44622568, CHEMBL5267089, 51525235",3,0,0,7.698970004,10.69897,8.698970003,7.698970004,,,,,,,,,Active,Antagonist
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"CHEMBL294199, 51525234",2,0,0,6,6,6,6,,,,,,,,,Active,Antagonist
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,1548943,1,0,0,9,9,9,9,,,,,,,,,Active,Antagonist
COc1cc(CNC(=O)N[C@@H]2C[C@H](C)CC[C@H]2C(C)C)ccc1O,"50575084, 50162260",2,0,0,4.515700161,4.70333481,4.609517486,4.609517486,,,,,,,,,Inactive,Antagonist
COc1cc(NS(C)(=O)=O)c(Cl)cc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1Cl,433785,1,0,0,8.107905397,8.107905397,8.107905397,8.107905397,,,,,,,,,Active,Antagonist
COc1cc(NS(C)(=O)=O)ccc1S(=O)(=O)N(Cc1ccc(F)c(C(F)(F)F)c1)c1sc2ccccc2c1Cl,433768,1,0,0,7.241845378,7.241845378,7.241845378,7.241845378,,,,,,,,,Active,Antagonist
COc1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1C(=O)O,446748,1,0,0,7.931814138,7.931814138,7.931814138,7.931814138,,,,,,,,,Active,Antagonist
COc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,"90645465, CHEMBL3299019, 50111581",3,0,0,4.962573502,7.962573502,5.962573502,4.962573502,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@@H](c1ccc(C(F)(F)F)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(C(F)(F)F)cc1)CC2,51324113,1,0,0,4.974694135,4.974694135,4.974694135,4.974694135,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@@H](c1ccc(F)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(F)cc1)CC2,51324151,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@@H](c1ccc(Oc3ccc([N+](=O)[O-])cc3)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(Oc3ccc([N+](=O)[O-])cc3)cc1)CC2,51324152,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc([N+](=O)[O-])cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc([N+](=O)[O-])cc1)CC2,"51324126, 51324129",1,0,1,4.301029996,4.301029996,4.301029996,4.301029996,,,,,4.847711656,4.847711656,4.847711656,4.847711656,Inactive,Agonist
COc1cc2c(cc1OC)[C@H](c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2,51324112,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc(Br)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(Br)cc1)CC2,51324102,1,0,0,5.657577319,5.657577319,5.657577319,5.657577319,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc(C(F)(F)F)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(C(F)(F)F)cc1)CC2,51324132,1,0,0,6.744727495,6.744727495,6.744727495,6.744727495,,,,,,,,,Active,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc(Cl)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(Cl)cc1)CC2,51324110,1,0,0,6.366531544,6.366531544,6.366531544,6.366531544,,,,,,,,,Active,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc(F)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(F)cc1)CC2,51324111,1,0,0,7.142667504,7.142667504,7.142667504,7.142667504,,,,,,,,,Active,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc(Oc3ccc([N+](=O)[O-])cc3)cc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc(Oc3ccc([N+](=O)[O-])cc3)cc1)CC2,51324114,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccc3ccccc3c1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccc3ccccc3c1)CC2,51324115,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1cccc([N+](=O)[O-])c1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1cccc([N+](=O)[O-])c1)CC2,51324150,1,0,0,4.35261703,4.35261703,4.35261703,4.35261703,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1cccc(-c3cccc([N+](=O)[O-])c3)n1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1cccc(-c3cccc([N+](=O)[O-])c3)n1)CC2,51324103,1,0,0,4.359518563,4.359518563,4.359518563,4.359518563,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccccc1)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccccc1)CC2,51324128,1,0,0,6.301029996,6.301029996,6.301029996,6.301029996,,,,,,,,,Active,Antagonist
COc1cc2c(cc1OC)[C@H](c1ccccc1Cl)N(C(=O)N1CCc3cc(OC)c(OC)cc3[C@@H]1c1ccccc1Cl)CC2,51324148,1,0,0,4.70333481,4.70333481,4.70333481,4.70333481,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)C(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NCC2,51324104,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)C(c1ccc(C(F)(F)F)cc1)N(C(C)=O)CC2,51324130,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)C(c1ccc(Cl)cc1)NCC2,51324120,1,0,0,4.301029996,4.301029996,4.301029996,4.301029996,,,,,,,,,Inactive,Antagonist
COc1cc2c(cc1OC)C(c1cccc(-c3cccc([N+](=O)[O-])c3)n1)=NCC2,51324142,1,0,0,4.640164518,4.640164518,4.640164518,4.640164518,,,,,,,,,Inactive,Antagonist
